"x1","x2","x3","x4","x5","x6","x7","class"
0.66,0.53,0.2,1.46,0.65,0.3,0.42,10
0.68,0.53,0.17,1.71,0.84,0.35,0.48,8
0.7,0.54,0.21,1.74,0.79,0.37,0.49,12
0.71,0.54,0.21,1.76,0.83,0.42,0.46,8
0.71,0.57,0.2,1.6,0.71,0.32,0.45,10
0.72,0.55,0.21,2.17,1.11,0.53,0.4,9
0.73,0.57,0.19,2.33,1.25,0.54,0.52,8
0.24,0.17,0.05,0.05,0.02,0.02,0.02,4
0.26,0.2,0.06,0.07,0.03,0.02,0.02,3
0.28,0.2,0.06,0.09,0.04,0.02,0.03,3
0.32,0.24,0.09,0.18,0.1,0.03,0.04,6
0.33,0.24,0.08,0.15,0.07,0.06,0.04,5
0.33,0.23,0.08,0.19,0.09,0.04,0.04,6
0.36,0.27,0.09,0.23,0.12,0.04,0.06,7
0.38,0.27,0.1,0.2,0.09,0.04,0.06,4
0.38,0.29,0.09,0.25,0.12,0.06,0.07,5
0.39,0.29,0.09,0.26,0.12,0.05,0.08,6
0.45,0.34,0.11,0.36,0.16,0.08,0.11,6
0.46,0.35,0.11,0.44,0.21,0.11,0.11,6
0.46,0.37,0.12,0.51,0.24,0.12,0.12,6
0.5,0.38,0.12,0.59,0.31,0.12,0.14,7
0.5,0.37,0.13,0.59,0.31,0.11,0.15,8
0.5,0.38,0.12,0.53,0.22,0.12,0.16,7
0.52,0.4,0.11,0.87,0.45,0.16,0.2,8
0.52,0.4,0.15,0.77,0.42,0.14,0.19,6
0.53,0.43,0.14,0.84,0.43,0.18,0.18,8
0.54,0.41,0.14,0.82,0.4,0.17,0.19,6
0.54,0.42,0.14,0.8,0.38,0.18,0.21,8
0.54,0.42,0.15,0.81,0.39,0.19,0.2,8
0.57,0.43,0.13,0.78,0.37,0.17,0.2,7
0.57,0.42,0.14,0.87,0.42,0.17,0.25,7
0.58,0.45,0.16,0.98,0.49,0.2,0.27,8
0.58,0.45,0.14,0.95,0.48,0.18,0.23,7
0.59,0.47,0.16,1.17,0.62,0.23,0.26,8
0.59,0.46,0.15,0.98,0.47,0.21,0.28,9
0.59,0.49,0.16,1.08,0.45,0.24,0.31,8
0.6,0.44,0.16,1.06,0.43,0.22,0.31,8
0.6,0.48,0.18,1.11,0.51,0.26,0.29,8
0.6,0.45,0.16,1.14,0.54,0.23,0.31,9
0.61,0.48,0.19,1.13,0.59,0.25,0.26,9
0.62,0.48,0.17,1.1,0.54,0.25,0.29,9
0.63,0.48,0.18,1.34,0.66,0.28,0.34,9
0.63,0.5,0.13,1.08,0.58,0.2,0.25,7
0.63,0.49,0.16,1.25,0.59,0.26,0.35,8
0.63,0.49,0.17,1.2,0.58,0.27,0.29,9
0.63,0.49,0.16,1.24,0.62,0.28,0.3,9
0.64,0.51,0.19,1.29,0.53,0.3,0.41,11
0.65,0.49,0.16,1.17,0.49,0.32,0.3,8
0.65,0.49,0.16,1.14,0.5,0.29,0.32,7
0.65,0.53,0.19,1.39,0.89,0.31,0.41,10
0.66,0.52,0.16,1.31,0.52,0.35,0.39,10
0.66,0.52,0.17,1.53,0.85,0.26,0.33,10
0.67,0.52,0.19,1.64,0.83,0.36,0.37,10
0.7,0.54,0.2,1.69,0.77,0.36,0.48,10
0.72,0.57,0.18,1.72,0.85,0.41,0.39,10
0.72,0.55,0.18,1.52,0.64,0.33,0.44,9
0.72,0.57,0.17,1.61,0.72,0.33,0.49,11
0.74,0.57,0.21,2.24,1.17,0.46,0.53,9
0.74,0.6,0.19,2.32,1.15,0.51,0.51,10
0.31,0.23,0.07,0.12,0.05,0.03,0.04,5
0.32,0.24,0.08,0.13,0.05,0.03,0.04,3
0.32,0.21,0.08,0.18,0.09,0.03,0.05,4
0.33,0.25,0.08,0.16,0.08,0.03,0.05,5
0.34,0.26,0.09,0.2,0.09,0.04,0.06,6
0.37,0.28,0.09,0.2,0.08,0.05,0.06,4
0.37,0.27,0.09,0.19,0.07,0.04,0.07,6
0.38,0.28,0.09,0.21,0.09,0.05,0.07,6
0.4,0.32,0.09,0.32,0.15,0.07,0.09,7
0.41,0.31,0.1,0.26,0.1,0.05,0.09,5
0.43,0.34,0.1,0.37,0.15,0.09,0.12,7
0.44,0.34,0.1,0.3,0.11,0.06,0.12,6
0.45,0.31,0.09,0.34,0.16,0.09,0.09,6
0.46,0.36,0.14,0.45,0.16,0.09,0.16,8
0.47,0.35,0.11,0.41,0.17,0.1,0.13,7
0.47,0.39,0.13,0.59,0.26,0.12,0.17,7
0.48,0.38,0.11,0.49,0.21,0.11,0.15,7
0.5,0.38,0.12,0.61,0.29,0.14,0.16,7
0.5,0.39,0.13,0.51,0.21,0.1,0.18,8
0.5,0.37,0.12,0.54,0.25,0.11,0.15,7
0.51,0.43,0.13,0.61,0.25,0.14,0.2,8
0.51,0.4,0.13,0.56,0.23,0.14,0.17,7
0.51,0.37,0.12,0.52,0.25,0.1,0.15,7
0.51,0.4,0.15,0.58,0.23,0.14,0.18,8
0.51,0.4,0.13,0.59,0.24,0.13,0.2,7
0.52,0.4,0.11,0.6,0.29,0.12,0.16,7
0.52,0.47,0.15,0.95,0.46,0.2,0.26,7
0.53,0.38,0.13,0.62,0.29,0.11,0.19,7
0.53,0.41,0.15,0.83,0.35,0.19,0.25,9
0.54,0.45,0.13,0.87,0.42,0.2,0.24,7
0.54,0.43,0.13,0.82,0.37,0.14,0.25,10
0.54,0.42,0.11,0.62,0.28,0.15,0.18,9
0.55,0.43,0.13,0.76,0.36,0.15,0.21,7
0.55,0.43,0.15,0.74,0.35,0.16,0.21,9
0.55,0.44,0.17,0.8,0.34,0.19,0.24,7
0.55,0.43,0.13,0.66,0.27,0.16,0.21,7
0.55,0.44,0.14,0.75,0.35,0.17,0.23,8
0.56,0.43,0.13,0.73,0.34,0.14,0.22,7
0.56,0.44,0.13,0.78,0.35,0.17,0.22,8
0.58,0.43,0.15,0.88,0.46,0.18,0.23,7
0.58,0.46,0.16,0.99,0.5,0.2,0.25,8
0.58,0.45,0.17,0.97,0.5,0.19,0.23,7
0.58,0.47,0.15,0.91,0.37,0.2,0.29,7
0.58,0.46,0.15,1.05,0.52,0.19,0.31,9
0.58,0.45,0.17,0.97,0.46,0.23,0.25,8
0.58,0.45,0.15,0.92,0.39,0.21,0.29,8
0.58,0.45,0.15,0.95,0.43,0.19,0.29,10
0.58,0.44,0.13,0.79,0.36,0.2,0.2,10
0.59,0.45,0.14,0.86,0.38,0.19,0.26,8
0.59,0.5,0.15,1.14,0.49,0.27,0.35,8
0.59,0.46,0.13,0.76,0.33,0.15,0.24,8
0.59,0.48,0.15,0.97,0.47,0.21,0.26,9
0.6,0.47,0.16,1.2,0.49,0.39,0.27,9
0.6,0.46,0.17,1.13,0.57,0.26,0.27,9
0.6,0.45,0.14,0.92,0.45,0.2,0.25,8
0.6,0.48,0.17,1.06,0.46,0.24,0.31,9
0.6,0.45,0.2,1.34,0.62,0.33,0.36,9
0.6,0.45,0.15,0.96,0.44,0.22,0.28,8
0.6,0.47,0.17,1.05,0.47,0.23,0.32,10
0.61,0.5,0.17,1.09,0.44,0.27,0.34,12
0.61,0.49,0.18,1.17,0.46,0.29,0.37,8
0.61,0.48,0.16,1,0.43,0.2,0.3,9
0.61,0.43,0.16,1.05,0.51,0.2,0.27,10
0.61,0.47,0.2,1.27,0.47,0.33,0.4,11
0.61,0.48,0.14,1.06,0.52,0.23,0.29,10
0.61,0.49,0.16,1.15,0.59,0.24,0.29,10
0.62,0.48,0.18,1.19,0.56,0.26,0.32,10
0.62,0.52,0.14,1.12,0.55,0.23,0.29,8
0.62,0.46,0.15,0.93,0.38,0.25,0.26,9
0.62,0.5,0.17,1.2,0.54,0.29,0.32,9
0.62,0.48,0.15,0.95,0.46,0.19,0.28,8
0.62,0.48,0.2,1.36,0.59,0.34,0.37,9
0.63,0.5,0.18,1.21,0.53,0.28,0.35,10
0.63,0.52,0.17,1.22,0.67,0.21,0.31,9
0.63,0.5,0.16,1.22,0.57,0.21,0.36,10
0.63,0.49,0.15,0.92,0.44,0.17,0.28,9
0.63,0.49,0.12,0.88,0.46,0.18,0.23,9
0.63,0.48,0.17,1.26,0.55,0.28,0.39,9
0.63,0.53,0.18,1.28,0.62,0.26,0.32,8
0.63,0.49,0.19,1.17,0.55,0.25,0.34,9
0.63,0.51,0.17,1.19,0.49,0.31,0.35,6
0.64,0.49,0.19,1.38,0.63,0.29,0.41,10
0.64,0.52,0.18,1.29,0.6,0.27,0.37,10
0.64,0.49,0.18,1.18,0.48,0.28,0.36,9
0.64,0.5,0.19,1.29,0.59,0.3,0.35,7
0.64,0.52,0.16,1.21,0.54,0.28,0.35,10
0.64,0.51,0.18,1.3,0.59,0.31,0.36,10
0.64,0.58,0.18,1.46,0.63,0.27,0.44,10
0.65,0.49,0.15,1.15,0.59,0.23,0.29,11
0.65,0.52,0.17,1.2,0.53,0.29,0.32,10
0.65,0.5,0.19,1.54,0.61,0.41,0.45,11
0.65,0.52,0.2,1.68,0.69,0.44,0.47,14
0.65,0.57,0.2,1.66,0.75,0.37,0.43,11
0.66,0.5,0.21,1.53,0.62,0.37,0.45,10
0.66,0.52,0.2,1.49,0.73,0.31,0.41,11
0.66,0.53,0.16,1.28,0.5,0.32,0.39,12
0.66,0.53,0.18,1.6,0.78,0.4,0.36,9
0.67,0.51,0.18,1.38,0.68,0.3,0.33,9
0.67,0.49,0.18,1.26,0.54,0.32,0.39,8
0.67,0.53,0.19,1.53,0.58,0.35,0.44,11
0.67,0.53,0.17,1.4,0.72,0.3,0.39,8
0.67,0.53,0.2,1.44,0.66,0.27,0.43,8
0.67,0.54,0.18,1.48,0.74,0.29,0.37,9
0.68,0.52,0.16,1.23,0.62,0.26,0.33,10
0.68,0.51,0.17,1.34,0.66,0.3,0.36,11
0.69,0.51,0.19,1.53,0.67,0.41,0.41,9
0.69,0.52,0.18,1.84,0.98,0.47,0.34,12
0.72,0.55,0.18,1.83,0.94,0.38,0.44,10
0.72,0.58,0.19,2.09,1,0.48,0.53,12
0.74,0.59,0.21,2.09,0.91,0.47,0.63,11
0.75,0.58,0.2,1.88,0.95,0.34,0.5,11
0.32,0.22,0.1,0.31,0.14,0.07,0.09,5
0.43,0.35,0.12,0.43,0.21,0.11,0.11,7
0.43,0.33,0.1,0.45,0.25,0.08,0.1,5
0.49,0.37,0.16,1.03,0.42,0.23,0.31,7
0.49,0.36,0.16,0.98,0.47,0.2,0.25,7
0.5,0.37,0.12,0.57,0.31,0.11,0.14,6
0.51,0.38,0.13,0.69,0.39,0.12,0.15,7
0.51,0.37,0.21,1.18,0.51,0.29,0.34,8
0.53,0.41,0.14,0.79,0.41,0.2,0.18,7
0.54,0.4,0.15,1.22,0.62,0.28,0.29,9
0.54,0.4,0.14,0.78,0.37,0.21,0.21,7
0.54,0.41,0.18,1.27,0.55,0.33,0.34,12
0.56,0.41,0.19,1.41,0.61,0.34,0.39,9
0.56,0.43,0.15,0.87,0.46,0.18,0.2,8
0.56,0.43,0.14,0.94,0.51,0.2,0.2,8
0.59,0.44,0.14,1.01,0.48,0.21,0.29,8
0.6,0.49,0.15,1.08,0.53,0.23,0.28,7
0.6,0.43,0.17,0.98,0.45,0.21,0.27,7
0.6,0.43,0.21,1.52,0.65,0.4,0.41,10
0.61,0.48,0.18,1.02,0.41,0.26,0.32,8
0.61,0.49,0.17,1.28,0.6,0.3,0.33,8
0.62,0.5,0.17,1.15,0.55,0.22,0.33,9
0.63,0.49,0.11,1.14,0.53,0.19,0.29,8
0.64,0.51,0.17,1.22,0.53,0.27,0.35,8
0.64,0.53,0.18,1.37,0.63,0.32,0.36,10
0.64,0.49,0.16,1.01,0.46,0.22,0.28,8
0.64,0.5,0.17,1.31,0.68,0.29,0.27,10
0.65,0.51,0.19,1.46,0.59,0.39,0.42,9
0.66,0.51,0.18,1.29,0.62,0.3,0.33,9
0.67,0.52,0.17,1.43,0.66,0.34,0.37,10
0.68,0.54,0.21,1.79,0.83,0.41,0.44,12
0.7,0.55,0.19,1.61,0.75,0.4,0.37,10
0.73,0.59,0.23,2.23,1.24,0.42,0.56,13
0.75,0.62,0.21,2.26,0.82,0.42,0.73,11
0.26,0.19,0.07,0.07,0.03,0.02,0.02,3
0.38,0.26,0.08,0.21,0.09,0.04,0.07,5
0.38,0.29,0.09,0.24,0.11,0.04,0.08,7
0.39,0.3,0.1,0.27,0.11,0.06,0.08,6
0.39,0.28,0.09,0.22,0.08,0.03,0.08,7
0.4,0.3,0.09,0.25,0.12,0.05,0.08,5
0.42,0.32,0.11,0.31,0.12,0.06,0.09,5
0.44,0.34,0.11,0.35,0.16,0.05,0.11,6
0.44,0.33,0.11,0.34,0.14,0.07,0.12,7
0.44,0.32,0.11,0.39,0.18,0.07,0.12,8
0.45,0.33,0.12,0.37,0.14,0.08,0.12,7
0.45,0.34,0.13,0.4,0.17,0.07,0.13,7
0.46,0.36,0.11,0.37,0.14,0.08,0.14,8
0.46,0.37,0.11,0.4,0.15,0.09,0.15,7
0.47,0.38,0.13,0.52,0.23,0.1,0.16,7
0.48,0.38,0.11,0.46,0.18,0.1,0.16,8
0.5,0.33,0.1,0.44,0.18,0.1,0.15,6
0.5,0.38,0.12,0.51,0.24,0.1,0.15,7
0.5,0.38,0.14,0.53,0.23,0.12,0.21,7
0.52,0.39,0.13,0.57,0.24,0.14,0.17,6
0.52,0.41,0.14,0.66,0.28,0.16,0.2,10
0.52,0.4,0.12,0.64,0.32,0.12,0.19,10
0.53,0.4,0.11,0.63,0.3,0.13,0.18,7
0.54,0.42,0.15,0.69,0.27,0.15,0.24,8
0.54,0.41,0.12,0.68,0.31,0.17,0.16,7
0.54,0.42,0.19,0.69,0.29,0.16,0.38,9
0.55,0.41,0.15,0.68,0.3,0.15,0.21,9
0.55,0.45,0.15,0.78,0.3,0.16,0.27,10
0.56,0.45,0.15,0.89,0.39,0.21,0.26,8
0.57,0.44,0.14,0.77,0.33,0.14,0.25,8
0.57,0.45,0.15,0.95,0.4,0.22,0.28,9
0.57,0.47,0.14,0.87,0.39,0.21,0.23,9
0.58,0.47,0.15,0.98,0.45,0.2,0.28,8
0.58,0.43,0.13,0.74,0.29,0.2,0.22,7
0.58,0.45,0.14,0.74,0.33,0.14,0.24,9
0.58,0.45,0.16,0.92,0.45,0.19,0.24,8
0.58,0.44,0.16,0.88,0.43,0.17,0.24,9
0.59,0.45,0.18,1.13,0.49,0.26,0.34,10
0.59,0.44,0.17,0.98,0.45,0.24,0.24,8
0.59,0.47,0.15,0.97,0.45,0.24,0.29,7
0.59,0.41,0.15,0.85,0.33,0.26,0.25,8
0.6,0.47,0.18,0.99,0.38,0.24,0.5,11
0.6,0.48,0.14,0.91,0.41,0.18,0.29,8
0.6,0.46,0.16,0.92,0.4,0.2,0.29,8
0.6,0.45,0.14,0.87,0.34,0.2,0.29,10
0.6,0.45,0.15,0.87,0.37,0.2,0.26,11
0.61,0.5,0.16,1.09,0.47,0.2,0.38,10
0.62,0.49,0.22,0.96,0.42,0.18,0.29,10
0.62,0.49,0.17,1.15,0.49,0.21,0.34,12
0.62,0.48,0.16,0.91,0.37,0.17,0.31,10
0.63,0.52,0.16,1.16,0.49,0.26,0.36,10
0.63,0.52,0.18,1.2,0.49,0.25,0.37,10
0.63,0.5,0.18,1.31,0.5,0.3,0.47,9
0.64,0.51,0.17,1.25,0.58,0.23,0.38,10
0.64,0.49,0.16,1.15,0.48,0.3,0.32,8
0.64,0.5,0.18,1.15,0.44,0.23,0.39,8
0.64,0.49,0.15,1.13,0.55,0.25,0.3,10
0.64,0.5,0.15,1.2,0.56,0.23,0.34,8
0.65,0.51,0.17,1.56,0.7,0.35,0.4,10
0.65,0.51,0.18,1.32,0.63,0.26,0.36,11
0.66,0.54,0.17,1.4,0.7,0.24,0.42,10
0.66,0.49,0.16,1.2,0.55,0.26,0.32,8
0.66,0.46,0.17,1.29,0.59,0.32,0.34,10
0.66,0.53,0.18,1.52,0.78,0.3,0.4,9
0.67,0.53,0.16,1.36,0.53,0.3,0.45,9
0.68,0.52,0.15,1.36,0.56,0.34,0.39,10
0.68,0.52,0.19,1.49,0.62,0.39,0.41,10
0.68,0.56,0.2,1.66,0.58,0.39,0.55,10
0.69,0.51,0.17,1.55,0.69,0.38,0.41,9
0.7,0.54,0.2,1.59,0.67,0.33,0.47,10
0.7,0.56,0.22,1.67,0.65,0.43,0.46,10
0.71,0.56,0.18,1.72,0.57,0.46,0.46,12
0.73,0.55,0.21,1.91,0.54,0.36,0.6,13
0.76,0.58,0.2,2.07,1.01,0.47,0.48,10
0.23,0.17,0.05,0.05,0.02,0.01,0.02,3
0.23,0.17,0.05,0.06,0.03,0.01,0.02,4
0.36,0.27,0.08,0.2,0.3,0.05,0.06,6
0.43,0.31,0.1,0.31,0.14,0.07,0.09,6
0.43,0.32,0.09,0.26,0.12,0.07,0.07,7
0.46,0.35,0.11,0.46,0.2,0.11,0.13,7
0.46,0.36,0.14,0.49,0.21,0.12,0.17,9
0.5,0.38,0.12,0.47,0.2,0.11,0.15,9
0.51,0.4,0.13,0.58,0.24,0.13,0.19,10
0.52,0.43,0.15,0.73,0.3,0.16,0.24,10
0.53,0.4,0.13,0.62,0.27,0.15,0.18,8
0.53,0.42,0.12,0.71,0.34,0.16,0.13,8
0.53,0.4,0.12,0.57,0.25,0.14,0.16,8
0.55,0.44,0.15,0.94,0.37,0.12,0.35,10
0.55,0.43,0.15,0.66,0.26,0.12,0.22,7
0.58,0.48,0.15,0.95,0.44,0.26,0.25,8
0.58,0.43,0.13,0.91,0.45,0.21,0.12,9
0.6,0.46,0.15,0.94,0.43,0.18,0.28,10
0.6,0.47,0.18,1.19,0.51,0.32,0.31,7
0.65,0.5,0.18,1.46,0.6,0.24,0.44,10
0.66,0.53,0.2,1.49,0.61,0.38,0.42,9
0.29,0.22,0.06,0.11,0.05,0.02,0.03,4
0.3,0.22,0.07,0.12,0.06,0.03,0.03,4
0.37,0.28,0.1,0.28,0.15,0.05,0.07,4
0.38,0.29,0.08,0.23,0.1,0.04,0.07,6
0.38,0.29,0.09,0.23,0.09,0.05,0.08,6
0.4,0.3,0.12,0.3,0.13,0.07,0.09,7
0.41,0.33,0.11,0.36,0.16,0.07,0.1,7
0.42,0.32,0.12,0.3,0.12,0.07,0.09,6
0.43,0.33,0.11,0.4,0.18,0.08,0.12,6
0.44,0.34,0.1,0.38,0.17,0.08,0.1,6
0.44,0.34,0.12,0.5,0.3,0.09,0.12,5
0.47,0.41,0.14,0.78,0.44,0.17,0.15,9
0.47,0.36,0.1,0.47,0.16,0.09,0.14,7
0.51,0.42,0.15,0.75,0.33,0.18,0.2,7
0.53,0.4,0.14,0.71,0.32,0.14,0.21,9
0.53,0.4,0.13,0.7,0.31,0.13,0.22,8
0.55,0.43,0.14,0.95,0.49,0.19,0.22,6
0.56,0.42,0.15,0.88,0.44,0.2,0.23,7
0.58,0.45,0.14,0.92,0.35,0.21,0.24,8
0.58,0.45,0.14,0.83,0.36,0.17,0.24,9
0.59,0.46,0.15,1.21,0.58,0.22,0.32,9
0.62,0.5,0.16,1.29,0.44,0.29,0.32,10
0.62,0.49,0.16,1.19,0.51,0.27,0.35,8
0.63,0.5,0.19,1.17,0.54,0.21,0.16,9
0.63,0.49,0.17,1.22,0.46,0.2,0.31,9
0.67,0.52,0.17,1.17,0.53,0.29,0.32,10
0.68,0.51,0.16,1.53,0.74,0.36,0.38,10
0.69,0.53,0.17,1.51,0.74,0.35,0.37,9
0.49,0.39,0.1,0.56,0.22,0.12,0.19,8
0.46,0.36,0.13,0.55,0.22,0.11,0.19,7
0.46,0.35,0.13,0.52,0.19,0.11,0.19,8
0.54,0.42,0.13,0.76,0.31,0.15,0.27,10
0.47,0.36,0.11,0.49,0.19,0.08,0.19,9
0.51,0.4,0.14,0.69,0.26,0.15,0.23,9
0.34,0.26,0.09,0.18,0.08,0.02,0.07,10
0.55,0.43,0.16,0.97,0.29,0.14,0.48,19
0.18,0.14,0.08,0.03,0.01,0.01,0.01,4
0.22,0.17,0.06,0.06,0.03,0.01,0.02,4
0.2,0.15,0.04,0.05,0.02,0.01,0.01,3
0.63,0.48,0.2,1.32,0.61,0.31,0.36,8
0.55,0.42,0.17,0.85,0.34,0.24,0.25,12
0.59,0.45,0.15,1.05,0.43,0.28,0.32,13
0.65,0.5,0.18,1.28,0.53,0.3,0.35,12
0.71,0.53,0.2,1.87,0.68,0.41,0.69,11
0.7,0.54,0.22,1.98,0.67,0.31,0.71,23
0.66,0.51,0.17,1.37,0.58,0.35,0.4,9
0.67,0.5,0.18,1.74,0.6,0.3,0.73,20
0.47,0.38,0.11,0.51,0.23,0.14,0.13,10
0.43,0.34,0.1,0.41,0.18,0.09,0.14,8
0.54,0.41,0.13,0.56,0.24,0.11,0.18,6
0.51,0.4,0.13,0.64,0.29,0.16,0.18,8
0.54,0.44,0.17,0.88,0.28,0.18,0.3,9
0.43,0.35,0.09,0.4,0.16,0.09,0.12,8
0.55,0.44,0.11,0.81,0.34,0.2,0.22,8
0.34,0.26,0.09,0.2,0.1,0.02,0.05,5
0.28,0.2,0.07,0.12,0.06,0.01,0.04,6
0.34,0.22,0.07,0.17,0.08,0.04,0.05,5
0.64,0.49,0.14,1.19,0.44,0.24,0.38,14
0.55,0.44,0.13,0.77,0.33,0.21,0.25,8
0.64,0.48,0.19,1.15,0.44,0.28,0.38,12
0.55,0.41,0.12,0.68,0.29,0.16,0.22,8
0.64,0.54,0.18,1.57,0.63,0.27,0.48,17
0.61,0.49,0.16,1.15,0.5,0.25,0.3,14
0.61,0.47,0.12,1.11,0.39,0.29,0.31,14
0.56,0.45,0.16,0.91,0.36,0.27,0.35,9
0.57,0.47,0.16,0.87,0.32,0.24,0.29,13
0.53,0.41,0.16,0.79,0.32,0.15,0.28,12
0.51,0.41,0.18,0.61,0.24,0.12,0.18,10
0.35,0.27,0.09,0.23,0.1,0.06,0.07,5
0.45,0.36,0.12,0.4,0.15,0.08,0.15,8
0.51,0.41,0.12,0.61,0.23,0.13,0.24,10
0.49,0.38,0.13,0.54,0.23,0.14,0.17,11
0.51,0.41,0.14,0.66,0.29,0.13,0.2,14
0.38,0.3,0.1,0.25,0.11,0.05,0.08,7
0.27,0.2,0.07,0.1,0.05,0.01,0.03,7
0.37,0.3,0.1,0.27,0.12,0.06,0.08,6
0.5,0.39,0.14,0.55,0.22,0.07,0.21,10
0.65,0.51,0.17,1.31,0.43,0.26,0.52,9
0.57,0.44,0.12,0.92,0.4,0.18,0.29,10
0.67,0.55,0.18,1.71,0.7,0.39,0.58,12
0.59,0.42,0.15,0.88,0.36,0.23,0.24,10
0.47,0.36,0.11,0.5,0.24,0.13,0.13,5
0.51,0.39,0.14,0.63,0.28,0.15,0.17,7
0.72,0.58,0.23,2.27,0.88,0.4,0.67,15
0.55,0.41,0.15,0.92,0.41,0.21,0.24,6
0.2,0.15,0.03,0.03,0.01,0.01,0.01,4
0.65,0.52,0.18,1.33,0.57,0.35,0.41,12
0.53,0.41,0.12,0.72,0.31,0.19,0.2,13
0.57,0.44,0.19,1.03,0.35,0.2,0.31,19
0.61,0.47,0.16,1.02,0.43,0.23,0.32,11
0.55,0.41,0.18,0.98,0.26,0.21,0.38,17
0.33,0.25,0.08,0.15,0.06,0.03,0.05,4
0.31,0.24,0.08,0.15,0.06,0.03,0.05,6
0.45,0.34,0.14,0.48,0.19,0.12,0.16,10
0.49,0.38,0.16,0.58,0.24,0.13,0.18,8
0.51,0.41,0.16,0.68,0.27,0.15,0.22,9
0.62,0.49,0.22,1.51,0.51,0.28,0.51,16
0.64,0.51,0.19,1.3,0.5,0.3,0.41,16
0.67,0.53,0.19,1.4,0.46,0.32,0.49,14
0.34,0.27,0.1,0.2,0.08,0.04,0.07,8
0.3,0.22,0.08,0.12,0.04,0.03,0.04,7
0.48,0.38,0.13,0.52,0.21,0.1,0.18,14
0.32,0.25,0.08,0.16,0.06,0.03,0.06,8
0.43,0.34,0.13,0.38,0.14,0.06,0.15,13
0.57,0.45,0.14,1.01,0.38,0.24,0.27,11
0.6,0.48,0.17,1.13,0.45,0.27,0.34,9
0.59,0.46,0.17,1.08,0.37,0.33,0.33,13
0.56,0.42,0.14,0.87,0.33,0.24,0.21,12
0.57,0.5,0.16,1.09,0.45,0.28,0.32,13
0.62,0.49,0.18,1.27,0.53,0.31,0.37,10
0.63,0.51,0.19,1.5,0.41,0.31,0.55,15
0.43,0.34,0.12,0.39,0.15,0.09,0.13,9
0.64,0.51,0.19,1.24,0.44,0.31,0.37,13
0.68,0.53,0.18,1.4,0.48,0.32,0.47,15
0.5,0.4,0.15,0.6,0.22,0.14,0.21,10
0.39,0.31,0.09,0.28,0.11,0.05,0.1,8
0.52,0.44,0.2,0.97,0.3,0.21,0.36,17
0.52,0.42,0.18,0.75,0.26,0.17,0.26,7
0.64,0.53,0.2,1.38,0.44,0.31,0.47,15
0.44,0.35,0.12,0.38,0.14,0.1,0.12,8
0.42,0.32,0.13,0.41,0.16,0.11,0.12,9
0.45,0.35,0.14,0.56,0.23,0.14,0.15,12
0.42,0.33,0.13,0.39,0.16,0.1,0.12,8
0.64,0.51,0.19,1.28,0.48,0.33,0.4,11
0.57,0.46,0.15,0.96,0.39,0.24,0.28,10
0.41,0.33,0.12,0.37,0.16,0.08,0.13,11
0.49,0.41,0.15,0.7,0.24,0.16,0.27,12
0.61,0.48,0.19,1.3,0.52,0.32,0.37,11
0.59,0.49,0.21,1.23,0.45,0.24,0.42,12
0.67,0.54,0.16,1.38,0.6,0.26,0.49,13
0.35,0.29,0.1,0.22,0.09,0.06,0.08,7
0.64,0.51,0.16,1.16,0.43,0.29,0.32,17
0.7,0.53,0.15,1.48,0.64,0.3,0.43,13
0.69,0.54,0.19,1.57,0.69,0.32,0.47,14
0.56,0.44,0.14,0.86,0.38,0.16,0.29,14
0.65,0.53,0.19,1.5,0.63,0.4,0.4,13
0.64,0.48,0.19,1.47,0.58,0.3,0.42,14
0.66,0.51,0.16,1.09,0.4,0.28,0.37,13
0.69,0.56,0.21,1.82,0.78,0.44,0.52,18
0.7,0.55,0.16,1.64,0.69,0.3,0.44,12
0.55,0.44,0.16,0.91,0.34,0.22,0.3,12
0.61,0.5,0.19,1.21,0.46,0.31,0.37,14
0.6,0.5,0.17,1.06,0.4,0.28,0.28,10
0.3,0.24,0.09,0.16,0.07,0.04,0.05,5
0.44,0.35,0.13,0.46,0.2,0.11,0.15,8
0.46,0.38,0.13,0.53,0.23,0.11,0.19,7
0.48,0.38,0.13,0.62,0.3,0.14,0.18,11
0.43,0.35,0.11,0.37,0.17,0.09,0.11,5
0.44,0.35,0.11,0.42,0.19,0.1,0.13,6
0.3,0.23,0.08,0.15,0.06,0.04,0.05,4
0.58,0.48,0.15,0.87,0.38,0.19,0.29,11
0.51,0.39,0.11,0.66,0.32,0.15,0.19,8
0.46,0.38,0.13,0.48,0.22,0.1,0.17,6
0.64,0.51,0.17,1.44,0.61,0.3,0.39,17
0.56,0.44,0.13,0.88,0.33,0.21,0.29,12
0.65,0.52,0.19,1.31,0.58,0.29,0.37,11
0.6,0.49,0.15,1.25,0.5,0.29,0.33,13
0.57,0.45,0.12,0.91,0.4,0.2,0.29,16
0.66,0.5,0.14,1.17,0.54,0.32,0.29,11
0.48,0.38,0.14,0.53,0.2,0.14,0.16,13
0.5,0.39,0.14,0.66,0.3,0.16,0.19,10
0.4,0.34,0.12,0.43,0.21,0.12,0.12,9
0.41,0.31,0.13,0.36,0.14,0.09,0.12,10
0.6,0.47,0.15,1.11,0.4,0.24,0.31,11
0.63,0.48,0.13,0.86,0.32,0.18,0.24,12
0.52,0.43,0.16,0.77,0.3,0.12,0.26,16
