"height","lengthe","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","class"
12,69,828,5.75,0.41,0.83,3.15,337,690,107,0
27,106,2862,3.93,0.26,0.48,5.45,747,1368,137,0
13,225,2925,17.31,0.25,0.89,3.27,740,2612,226,0
13,38,494,2.92,0.31,0.96,3.6,155,473,43,0
24,177,4248,7.38,0.51,0.93,8.05,2157,3939,268,0
24,280,6720,11.67,0.45,0.9,7.76,3018,6072,389,0
25,185,4625,7.4,0.48,0.95,7.24,2214,4395,306,0
25,291,7275,11.64,0.47,0.96,7.34,3392,6963,462,0
9,73,657,8.11,0.38,0.85,2.63,247,556,94,0
8,98,784,12.25,0.22,0.87,1.42,173,685,122,0
9,111,999,12.33,0.19,0.77,1.49,188,768,126,0
7,63,441,9,0.32,0.99,1.71,140,437,82,0
28,32,896,1.14,0.46,0.73,5.96,411,654,69,0
7,214,1498,30.57,0.45,0.9,2.77,672,1346,243,0
8,82,656,10.25,0.4,0.71,2.63,260,468,99,0
9,179,1611,19.89,0.34,0.75,2.4,550,1200,229,0
8,106,848,13.25,0.36,0.7,2.29,304,592,133,0
9,103,927,11.44,0.37,0.88,2.55,342,813,134,0
9,123,1107,13.67,0.35,0.74,2.21,383,819,173,0
10,184,1840,18.4,0.33,0.63,2.58,598,1152,232,0
9,165,1485,18.33,0.34,0.71,2.54,501,1059,197,0
8,353,2824,44.13,0.07,0.29,1.19,197,825,165,0
7,144,1008,20.57,0.09,0.38,1.24,93,387,75,0
7,11,77,1.57,0.23,0.55,2.57,18,42,7,0
8,233,1864,29.13,0.26,0.84,1.58,488,1562,309,0
6,32,192,5.33,0.29,0.89,1.41,55,171,39,0
10,509,5090,50.9,0.1,0.39,1.23,492,1974,401,0
3,9,27,3,0.3,0.67,2,8,18,4,0
1,13,13,13,0.77,1,5,10,13,2,0
9,304,2736,33.78,0.2,0.75,1.32,554,2049,419,0
7,51,357,7.29,0.21,0.97,1.14,74,346,65,0
7,13,91,1.86,0.29,0.93,1.63,26,85,16,0
1,88,88,88,0.19,1,1,17,88,17,0
9,132,1188,14.67,0.17,0.69,1.34,199,823,149,0
7,13,91,1.86,0.24,0.91,1.47,22,83,15,0
9,268,2412,29.78,0.18,0.69,1.29,441,1654,341,0
9,509,4581,56.56,0.12,0.5,1.26,563,2297,448,0
7,13,91,1.86,0.26,0.88,1.85,24,80,13,0
5,81,405,16.2,0.31,0.97,1.3,126,392,97,0
9,347,3123,38.56,0.11,0.43,1.26,347,1351,275,0
8,150,1200,18.75,0.16,0.59,1.23,189,713,154,0
6,12,72,2,0.28,1,2.22,20,72,9,0
7,91,637,13,0.33,0.98,1.76,213,621,121,0
5,31,155,6.2,0.36,0.97,1.56,56,151,36,0
9,510,4590,56.67,0.15,0.54,1.22,686,2484,561,0
7,12,84,1.71,0.23,0.79,1.9,19,66,10,0
9,465,4185,51.67,0.16,0.64,1.24,658,2694,532,0
8,135,1080,16.88,0.13,0.67,1.22,142,725,116,0
7,11,77,1.57,0.23,0.94,1.64,18,72,11,0
2,19,38,9.5,0.18,0.79,1.4,7,30,5,0
1,35,35,35,0.2,1,1.17,7,35,6,0
1,89,89,89,0.19,1,1.06,17,89,16,0
1,40,40,40,0.18,1,1.17,7,40,6,0
4,7,28,1.75,0.29,0.57,8,8,16,1,0
6,82,492,13.67,0.27,0.93,1.39,135,455,97,0
8,280,2240,35,0.19,0.71,1.28,427,1589,333,0
8,69,552,8.63,0.1,0.34,1.38,54,190,39,0
6,12,72,2,0.29,0.78,1.62,21,56,13,0
9,343,3087,38.11,0.16,0.68,1.24,499,2091,401,0
7,80,560,11.43,0.1,0.47,1.39,57,262,41,0
7,13,91,1.86,0.31,0.98,1.56,28,89,18,0
1,60,60,60,0.22,1,1.08,13,60,12,0
8,344,2752,43,0.22,0.84,1.22,595,2307,486,0
8,103,824,12.88,0.14,0.62,1.17,117,511,100,0
6,13,78,2.17,0.28,0.81,1.57,22,63,14,0
9,331,2979,36.78,0.13,0.53,1.21,374,1570,308,0
8,109,872,13.63,0.11,0.51,1.25,95,443,76,0
7,13,91,1.86,0.2,0.85,2.25,18,77,8,0
9,532,4788,59.11,0.15,0.64,1.29,736,3073,572,0
5,13,65,2.6,0.15,0.66,10,10,43,1,0
9,510,4590,56.67,0.14,0.64,1.24,629,2918,506,0
6,13,78,2.17,0.26,0.97,1.54,20,76,13,0
9,508,4572,56.44,0.16,0.69,1.22,748,3154,614,0
9,518,4662,57.56,0.1,0.43,1.25,449,2001,360,0
4,12,48,3,0.25,0.79,3,12,38,4,0
8,145,1160,18.13,0.16,0.77,1.24,181,897,146,0
9,283,2547,31.44,0.19,0.73,1.22,474,1852,389,0
9,453,4077,50.33,0.08,0.36,1.21,326,1478,269,0
7,66,462,9.43,0.17,0.9,1.49,79,417,53,0
13,57,741,4.39,0.75,1,11.5,552,741,48,0
13,226,2938,17.39,0.26,0.97,3.12,759,2852,243,0
13,38,494,2.92,0.33,0.98,3.88,163,484,42,0
5,98,490,19.6,0.34,0.64,2.14,167,313,78,0
5,4,20,0.8,0.4,0.7,2.67,8,14,3,0
24,176,4224,7.33,0.5,0.97,7.85,2096,4094,267,0
24,280,6720,11.67,0.46,0.91,7.66,3064,6134,400,0
5,4,20,0.8,0.4,0.4,8,8,8,1,0
5,5,25,1,0.36,0.56,3,9,14,3,0
25,186,4650,7.44,0.48,0.95,7.16,2221,4433,310,0
25,291,7275,11.64,0.46,0.93,7.29,3315,6796,455,0
8,73,584,9.13,0.43,0.88,2.75,253,511,92,0
7,100,700,14.29,0.28,0.99,1.68,198,691,118,0
7,63,441,9,0.29,0.99,1.61,127,437,79,0
8,110,880,13.75,0.23,0.87,1.66,202,767,122,0
7,214,1498,30.57,0.46,0.87,2.95,691,1296,234,0
6,4,24,0.67,0.42,0.58,5,10,14,2,0
4,4,16,1,0.5,0.5,8,8,8,1,0
8,82,656,10.25,0.42,0.75,2.51,274,494,109,0
5,4,20,0.8,0.35,0.6,2.33,7,12,3,0
9,180,1620,20,0.37,0.76,2.86,606,1230,212,0
9,107,963,11.89,0.36,0.69,2.44,344,667,141,0
8,102,816,12.75,0.4,0.93,2.7,329,758,122,0
8,123,984,15.38,0.4,0.75,2.71,396,738,146,0
4,4,16,1,0.44,0.44,7,7,7,1,0
9,185,1665,20.56,0.4,0.78,2.79,663,1303,238,0
9,166,1494,18.44,0.39,0.75,3.08,585,1120,190,0
5,4,20,0.8,0.45,0.45,9,9,9,1,0
5,31,155,6.2,0.36,0.97,1.49,55,151,37,0
8,84,672,10.5,0.23,0.69,1.4,154,463,110,0
9,240,2160,26.67,0.18,0.61,1.26,386,1307,306,0
9,272,2448,30.22,0.14,0.53,1.33,336,1303,252,0
9,148,1332,16.44,0.19,0.69,1.37,258,912,189,0
9,535,4815,59.44,0.13,0.44,1.29,606,2136,469,0
9,508,4572,56.44,0.19,0.6,1.49,861,2731,579,0
7,519,3633,74.14,0.07,0.39,1.23,265,1431,215,0
9,535,4815,59.44,0.09,0.32,1.37,425,1530,310,0
10,508,5080,50.8,0.1,0.34,1.36,506,1742,372,0
7,163,1141,23.29,0.21,0.83,1.31,242,948,185,0
9,101,909,11.22,0.21,0.82,1.37,192,742,140,0
9,508,4572,56.44,0.16,0.52,1.3,732,2379,563,0
9,520,4680,57.78,0.08,0.31,1.37,378,1441,276,0
6,81,486,13.5,0.28,0.96,1.34,137,465,102,0
8,148,1184,18.5,0.21,0.73,1.24,246,858,198,0
9,534,4806,59.33,0.13,0.5,1.34,644,2419,482,0
9,306,2754,34,0.19,0.75,1.4,530,2069,378,0
8,174,1392,21.75,0.16,0.72,1.3,224,1002,172,0
9,534,4806,59.33,0.13,0.52,1.31,629,2482,479,0
10,534,5340,53.4,0.13,0.52,1.28,703,2771,548,0
9,267,2403,29.67,0.13,0.52,1.35,315,1242,234,0
8,196,1568,24.5,0.14,0.64,1.4,222,1010,159,0
9,534,4806,59.33,0.18,0.73,1.34,884,3524,661,0
9,534,4806,59.33,0.1,0.42,1.4,491,2005,351,0
8,101,808,12.63,0.22,0.83,1.29,179,674,139,0
9,275,2475,30.56,0.2,0.72,1.39,500,1775,359,0
7,197,1379,28.14,0.07,0.33,1.5,99,450,66,0
14,298,4172,21.29,0.21,0.71,3.49,862,2962,247,0
13,38,494,2.92,0.33,0.94,4,164,462,41,0
24,468,11232,19.5,0.47,0.92,7.69,5296,10359,689,0
25,491,12275,19.64,0.45,0.94,7.21,5572,11502,773,0
8,75,600,9.38,0.42,0.87,3.02,254,522,84,0
7,95,665,13.57,0.3,0.98,1.64,197,653,120,0
7,61,427,8.71,0.32,0.99,1.77,136,422,77,0
9,108,972,12,0.22,0.78,1.73,216,756,125,0
8,214,1712,26.75,0.42,0.81,2.9,720,1382,248,0
8,83,664,10.38,0.4,0.74,2.58,268,492,104,0
8,107,856,13.38,0.38,0.77,2.4,326,659,136,0
9,180,1620,20,0.34,0.74,2.47,555,1196,225,0
9,248,2232,27.56,0.33,0.73,2.39,737,1622,308,0
9,103,927,11.44,0.38,0.83,2.75,355,765,129,0
9,169,1521,18.78,0.35,0.74,2.53,537,1129,212,0
10,185,1850,18.5,0.36,0.69,2.81,666,1272,237,0
6,29,174,4.83,0.37,0.95,1.73,64,166,37,0
8,150,1200,18.75,0.21,0.63,1.32,246,753,187,0
8,275,2200,34.38,0.21,0.74,1.31,460,1621,351,0
9,245,2205,27.22,0.16,0.61,1.39,353,1338,254,0
9,508,4572,56.44,0.18,0.71,1.31,840,3224,640,0
7,256,1792,36.57,0.14,0.6,1.36,242,1081,178,0
1,249,249,249,0.17,1,1.02,43,249,42,0
9,534,4806,59.33,0.16,0.63,1.34,784,3043,585,0
10,508,5080,50.8,0.13,0.51,1.27,667,2593,527,0
8,508,4064,63.5,0.09,0.39,1.28,372,1599,290,0
9,69,621,7.67,0.21,0.81,1.38,130,502,94,0
8,532,4256,66.5,0.19,0.72,1.28,816,3066,636,0
6,103,618,17.17,0.25,0.91,1.23,153,562,124,0
8,274,2192,34.25,0.15,0.58,1.35,329,1277,244,0
7,150,1050,21.43,0.18,0.77,1.36,187,813,138,0
7,34,238,4.86,0.28,0.78,1.49,67,186,45,0
9,533,4797,59.22,0.17,0.59,1.34,799,2841,596,0
6,62,372,10.33,0.23,0.85,1.36,87,317,64,0
9,274,2466,30.44,0.16,0.58,1.31,390,1431,298,0
7,193,1351,27.57,0.21,0.81,1.37,278,1099,203,0
9,107,963,11.89,0.19,0.74,1.36,184,712,135,0
9,464,4176,51.56,0.16,0.55,1.3,658,2297,505,0
8,256,2048,32,0.12,0.56,1.26,253,1153,200,0
1,263,263,263,0.15,1,1.03,40,263,39,0
10,499,4990,49.9,0.15,0.63,1.27,733,3150,575,0
7,305,2135,43.57,0.11,0.5,1.21,232,1069,191,0
1,200,200,200,0.13,1,1.04,26,200,25,0
7,147,1029,21,0.22,0.96,1.28,221,984,173,0
13,37,481,2.85,0.32,0.99,3.52,155,477,44,0
25,471,11775,18.84,0.45,0.89,7.8,5290,10437,678,0
25,495,12375,19.8,0.46,0.95,7.33,5748,11777,784,0
8,59,472,7.38,0.38,0.87,2.77,180,412,65,0
7,96,672,13.71,0.31,0.99,1.77,211,664,119,0
8,62,496,7.75,0.3,0.87,1.81,147,431,81,0
9,109,981,12.11,0.22,0.78,1.67,215,764,129,0
7,216,1512,30.86,0.46,0.86,3.11,693,1294,223,0
8,83,664,10.38,0.44,0.87,2.52,290,575,115,0
9,182,1638,20.22,0.38,0.79,2.95,619,1292,210,0
9,108,972,12,0.33,0.69,2.27,320,672,141,0
10,249,2490,24.9,0.29,0.64,2.32,731,1584,315,0
8,103,824,12.88,0.43,0.93,2.71,350,769,129,0
9,187,1683,20.78,0.42,0.79,3.03,707,1323,233,0
9,170,1530,18.89,0.37,0.77,2.6,567,1172,218,0
6,29,174,4.83,0.42,0.94,1.92,73,163,38,0
8,152,1216,19,0.2,0.68,1.27,242,823,191,0
8,535,4280,66.88,0.16,0.6,1.35,704,2566,520,0
9,535,4815,59.44,0.17,0.67,1.36,832,3214,613,0
9,535,4815,59.44,0.19,0.79,1.36,921,3793,676,0
9,535,4815,59.44,0.15,0.63,1.32,704,3052,534,0
9,534,4806,59.33,0.14,0.52,1.32,671,2491,507,0
8,69,552,8.63,0.23,0.68,1.54,129,377,84,0
9,138,1242,15.33,0.16,0.72,1.34,193,890,144,0
9,218,1962,24.22,0.15,0.58,1.43,290,1141,203,0
6,76,456,12.67,0.35,0.96,1.49,161,438,108,0
7,152,1064,21.71,0.21,0.73,1.27,228,777,179,0
9,284,2556,31.56,0.14,0.6,1.26,361,1537,286,0
7,228,1596,32.57,0.15,0.55,1.4,245,875,175,0
9,535,4815,59.44,0.12,0.48,1.31,566,2323,432,0
10,535,5350,53.5,0.11,0.46,1.36,606,2448,447,0
10,535,5350,53.5,0.17,0.68,1.32,889,3646,671,0
9,536,4824,59.56,0.15,0.6,1.36,743,2904,547,0
9,533,4797,59.22,0.17,0.8,1.3,797,3853,612,0
9,349,3141,38.78,0.13,0.45,1.29,394,1422,306,0
14,38,532,2.71,0.23,0.84,2.95,121,449,41,0
13,228,2964,17.54,0.26,0.94,3.29,783,2791,238,0
24,471,11304,19.63,0.47,0.92,7.9,5363,10409,679,0
25,494,12350,19.76,0.46,0.93,7.35,5707,11482,776,0
8,62,496,7.75,0.36,0.88,3.03,179,435,59,0
8,96,768,12,0.28,0.88,1.77,212,678,120,0
8,62,496,7.75,0.31,0.95,1.91,153,470,80,0
9,109,981,12.11,0.22,0.77,1.69,215,759,127,0
7,215,1505,30.71,0.55,1,3.35,824,1500,246,0
9,83,747,9.22,0.38,0.69,2.49,281,513,113,0
9,181,1629,20.11,0.36,0.74,2.76,588,1205,213,0
8,107,856,13.38,0.36,0.73,2.24,311,628,139,0
9,102,918,11.33,0.39,0.9,2.77,354,822,128,0
9,250,2250,27.78,0.35,0.74,2.44,781,1659,320,0
9,185,1665,20.56,0.39,0.69,2.83,643,1142,227,0
9,169,1521,18.78,0.34,0.7,2.61,522,1058,200,0
5,29,145,5.8,0.4,0.97,1.61,58,140,36,0
9,151,1359,16.78,0.18,0.5,1.4,250,679,178,0
9,535,4815,59.44,0.16,0.6,1.4,786,2887,561,0
9,535,4815,59.44,0.18,0.68,1.49,887,3257,596,0
9,279,2511,31,0.1,0.34,1.34,243,851,181,0
8,233,1864,29.13,0.15,0.67,1.36,282,1239,207,0
9,510,4590,56.67,0.15,0.54,1.33,681,2465,513,0
8,525,4200,65.63,0.1,0.44,1.34,398,1865,297,0
9,536,4824,59.56,0.19,0.81,1.38,913,3924,662,0
9,536,4824,59.56,0.09,0.36,1.38,441,1725,320,0
9,299,2691,33.22,0.13,0.57,1.31,358,1545,274,0
9,217,1953,24.11,0.17,0.69,1.4,329,1339,235,0
9,102,918,11.33,0.18,0.8,1.27,168,738,132,0
9,535,4815,59.44,0.14,0.5,1.39,655,2399,470,0
7,86,602,12.29,0.24,0.83,1.27,147,500,116,0
9,505,4545,56.11,0.19,0.63,1.32,861,2847,654,0
6,75,450,12.5,0.36,0.97,1.47,160,438,109,0
8,61,488,7.63,0.21,0.8,1.31,101,392,77,0
10,336,3360,33.6,0.16,0.62,1.32,549,2094,415,0
7,155,1085,22.14,0.18,0.61,1.46,193,666,132,0
9,535,4815,59.44,0.17,0.64,1.38,793,3063,573,0
8,298,2384,37.25,0.14,0.59,1.18,329,1412,278,0
7,219,1533,31.29,0.18,0.8,1.26,279,1224,222,0
8,299,2392,37.38,0.19,0.69,1.32,446,1643,338,0
9,219,1971,24.33,0.11,0.54,1.43,215,1060,150,0
8,198,1584,24.75,0.22,0.83,1.31,341,1318,260,0
5,13,65,2.6,0.34,0.72,2.2,22,47,10,0
13,228,2964,17.54,0.24,0.93,3.02,710,2765,235,0
13,37,481,2.85,0.31,0.93,3.59,147,449,41,0
24,178,4272,7.42,0.48,0.93,8,2063,3987,258,0
24,282,6768,11.75,0.44,0.88,7.8,2995,5944,384,0
26,294,7644,11.31,0.45,0.92,7.6,3464,7010,456,0
24,186,4464,7.75,0.51,0.99,7.4,2256,4413,305,0
7,101,707,14.43,0.5,0.97,3.19,354,688,111,0
7,96,672,13.71,0.27,0.98,1.6,184,660,115,0
7,61,427,8.71,0.32,0.97,1.78,137,412,77,0
8,109,872,13.63,0.2,0.85,1.39,174,745,125,0
8,215,1720,26.88,0.4,0.79,2.91,695,1357,239,0
8,83,664,10.38,0.39,0.7,2.42,261,465,108,0
9,181,1629,20.11,0.35,0.77,2.64,570,1260,216,0
9,108,972,12,0.35,0.65,2.45,335,627,137,0
9,103,927,11.44,0.36,0.86,2.47,331,801,134,0
9,250,2250,27.78,0.31,0.71,2.18,686,1600,314,0
8,186,1488,23.25,0.4,0.81,2.53,593,1208,234,0
9,169,1521,18.78,0.33,0.73,2.3,507,1104,220,0
5,29,145,5.8,0.32,0.95,1.39,46,138,33,0
8,151,1208,18.88,0.17,0.63,1.18,210,758,178,0
10,251,2510,25.1,0.15,0.57,1.29,378,1423,293,0
7,262,1834,37.43,0.15,0.68,1.28,279,1254,218,0
9,207,1863,23,0.18,0.63,1.29,330,1178,255,0
9,262,2358,29.11,0.09,0.43,1.19,210,1015,176,0
9,280,2520,31.11,0.17,0.68,1.24,415,1724,336,0
8,209,1672,26.13,0.17,0.83,1.27,290,1384,228,0
9,103,927,11.44,0.16,0.77,1.22,152,715,125,0
9,270,2430,30,0.11,0.5,1.27,270,1204,213,0
7,198,1386,28.29,0.17,0.71,1.36,236,988,174,0
8,343,2744,42.88,0.13,0.61,1.2,354,1661,294,0
7,175,1225,25,0.19,0.91,1.21,228,1110,188,0
9,492,4428,54.67,0.13,0.54,1.22,583,2397,476,0
9,174,1566,19.33,0.15,0.74,1.22,235,1156,193,0
1,143,143,143,0.13,1,1.06,19,143,18,0
1,109,109,109,0.18,1,1.05,20,109,19,0
9,535,4815,59.44,0.11,0.47,1.21,510,2262,422,0
10,86,860,8.6,0.15,0.64,1.21,125,548,103,0
10,219,2190,21.9,0.15,0.6,1.24,334,1317,270,0
7,59,413,8.43,0.15,0.58,1.38,62,238,45,0
1,123,123,123,0.16,1,1.05,20,123,19,0
7,62,434,8.86,0.19,0.76,1.28,82,328,64,0
9,314,2826,34.89,0.16,0.59,1.25,440,1659,352,0
7,80,560,11.43,0.16,0.7,1.18,87,391,74,0
5,75,375,15,0.27,0.98,1.22,101,367,83,0
9,151,1359,16.78,0.14,0.55,1.17,189,746,162,0
10,251,2510,25.1,0.14,0.62,1.23,354,1559,287,0
7,141,987,20.14,0.16,0.79,1.16,161,777,139,0
1,60,60,60,0.2,1,1.09,12,60,11,0
9,127,1143,14.11,0.17,0.72,1.28,199,821,155,0
8,199,1592,24.88,0.12,0.58,1.18,183,915,155,0
1,89,89,89,0.17,1,1.07,15,89,14,0
8,175,1400,21.88,0.16,0.88,1.2,219,1235,183,0
8,203,1624,25.38,0.15,0.77,1.27,242,1246,191,0
1,36,36,36,0.22,1,1.14,8,36,7,0
8,69,552,8.63,0.16,0.77,1.29,88,426,68,0
10,318,3180,31.8,0.13,0.51,1.18,406,1625,344,0
7,141,987,20.14,0.16,0.76,1.17,158,747,135,0
10,250,2500,25,0.12,0.6,1.19,301,1507,253,0
7,198,1386,28.29,0.06,0.36,1.23,76,498,62,0
7,148,1036,21.14,0.18,0.82,1.2,191,845,159,0
14,57,798,4.07,0.71,0.94,11.88,570,750,48,0
13,138,1794,10.62,0.23,0.7,3.86,417,1251,108,0
13,104,1352,8,0.25,0.7,4.05,332,945,82,0
13,38,494,2.92,0.29,0.91,3.62,141,448,39,0
25,178,4450,7.12,0.49,0.9,7.9,2181,3988,276,0
24,187,4488,7.79,0.49,0.92,8.16,2178,4122,267,0
24,84,2016,3.5,0.47,0.87,8.69,956,1758,110,0
25,187,4675,7.48,0.49,0.94,7.42,2272,4390,306,0
25,294,7350,11.76,0.47,0.91,7.72,3459,6663,448,0
8,86,688,10.75,0.49,0.95,2.64,340,650,129,0
8,101,808,12.63,0.29,0.98,1.71,234,790,137,0
8,63,504,7.88,0.32,0.95,1.82,162,481,89,0
9,108,972,12,0.25,0.86,1.69,240,831,142,0
28,32,896,1.14,0.5,0.74,7.02,449,667,64,0
8,215,1720,26.88,0.42,0.81,2.94,715,1389,243,0
9,84,756,9.33,0.33,0.63,2.08,249,478,120,0
9,183,1647,20.33,0.33,0.74,2.25,538,1225,239,0
9,110,990,12.22,0.31,0.63,2.08,308,621,148,0
9,105,945,11.67,0.33,0.87,2.19,316,821,144,0
9,249,2241,27.67,0.3,0.74,1.96,674,1655,344,0
9,191,1719,21.22,0.33,0.75,2.14,564,1284,264,0
9,168,1512,18.67,0.32,0.7,2.15,476,1054,221,0
8,511,4088,63.88,0.08,0.34,1.31,343,1380,261,0
7,14,98,2,0.3,0.79,2.9,29,77,10,0
6,32,192,5.33,0.37,0.96,1.67,70,184,42,0
10,176,1760,17.6,0.18,0.55,1.36,319,972,235,0
9,510,4590,56.67,0.08,0.29,1.44,346,1323,241,0
8,15,120,1.88,0.25,0.81,2.14,30,97,14,0
10,309,3090,30.9,0.2,0.73,1.4,618,2257,441,0
8,187,1496,23.38,0.16,0.75,1.38,232,1118,168,0
8,14,112,1.75,0.29,0.88,2.67,32,99,12,0
10,511,5110,51.1,0.16,0.63,1.43,822,3238,575,0
8,14,112,1.75,0.25,0.79,3.11,28,88,9,0
8,40,320,5,0.28,0.87,1.45,90,279,62,0
11,511,5621,46.46,0.17,0.54,1.42,956,3023,671,0
8,15,120,1.88,0.33,0.83,1.86,39,100,21,0
10,511,5110,51.1,0.12,0.41,1.53,588,2114,385,0
8,15,120,1.88,0.27,0.77,2.29,32,92,14,0
10,83,830,8.3,0.21,0.67,1.44,173,554,120,0
10,474,4740,47.4,0.19,0.58,1.51,886,2740,585,0
7,45,315,6.43,0.25,0.81,1.4,80,256,57,0
7,14,98,2,0.32,0.78,2.21,31,76,14,0
10,137,1370,13.7,0.19,0.69,1.4,261,949,187,0
13,375,4875,28.85,0.15,0.52,1.44,751,2531,521,0
8,38,304,4.75,0.13,0.44,1.86,39,135,21,0
9,129,1161,14.33,0.17,0.65,1.41,196,751,139,0
8,15,120,1.88,0.32,0.74,2,38,89,19,0
8,73,584,9.13,0.24,0.8,1.47,137,469,93,0
10,510,5100,51,0.16,0.54,1.47,827,2741,564,0
7,15,105,2.14,0.4,0.92,1.5,42,97,28,0
9,107,963,11.89,0.21,0.78,1.38,201,749,146,0
10,511,5110,51.1,0.14,0.54,1.36,721,2772,532,0
8,15,120,1.88,0.29,0.81,1.84,35,97,19,0
6,83,498,13.83,0.33,0.82,1.58,164,410,104,0
9,175,1575,19.44,0.18,0.62,1.26,279,983,222,0
10,511,5110,51.1,0.16,0.63,1.35,805,3194,596,0
8,15,120,1.88,0.28,0.65,2.27,34,78,15,0
10,508,5080,50.8,0.16,0.63,1.41,813,3189,578,0
9,490,4410,54.44,0.07,0.32,1.4,297,1425,212,0
8,14,112,1.75,0.3,0.86,1.83,33,96,18,0
7,41,287,5.86,0.25,0.7,1.43,73,200,51,0
10,510,5100,51,0.16,0.54,1.36,832,2763,612,0
9,195,1755,21.67,0.13,0.38,1.53,221,673,144,0
8,195,1560,24.38,0.18,0.97,1.24,273,1506,221,0
7,13,91,1.86,0.37,1,1.89,34,91,18,0
2,69,138,34.5,0.09,0.51,1.2,12,70,10,0
8,114,912,14.25,0.12,0.41,1.45,106,372,73,0
7,14,98,2,0.32,0.91,1.94,31,89,16,0
14,57,798,4.07,0.74,0.97,12.08,592,774,49,0
14,227,3178,16.21,0.24,0.84,3.34,754,2667,226,0
13,38,494,2.92,0.32,0.94,3.81,160,462,42,0
4,98,392,24.5,0.52,0.98,2.14,205,384,96,0
24,177,4248,7.38,0.51,0.96,8.02,2182,4082,272,0
24,281,6744,11.71,0.47,0.9,7.95,3155,6088,397,0
25,186,4650,7.44,0.49,0.94,7.39,2253,4379,305,0
25,292,7300,11.68,0.48,0.95,7.58,3496,6967,461,0
8,57,456,7.13,0.43,0.96,2.91,198,437,68,0
9,111,999,12.33,0.22,0.81,1.7,218,809,128,0
7,100,700,14.29,0.28,0.98,1.63,195,686,120,0
7,63,441,9,0.34,1,1.8,149,440,83,0
7,215,1505,30.71,0.54,0.99,3.2,810,1495,253,0
9,82,738,9.11,0.38,0.64,2.62,283,473,108,0
9,181,1629,20.11,0.38,0.74,2.9,611,1202,211,0
9,106,954,11.78,0.37,0.65,2.8,356,619,127,0
9,102,918,11.33,0.4,0.89,2.81,371,820,132,0
8,124,992,15.5,0.43,0.85,2.6,424,840,163,0
9,185,1665,20.56,0.42,0.79,3.13,694,1309,222,0
9,166,1494,18.44,0.39,0.75,2.95,576,1121,195,0
5,31,155,6.2,0.42,0.95,1.91,65,147,34,0
7,34,238,4.86,0.27,0.75,1.4,63,178,45,0
9,511,4599,56.78,0.16,0.51,1.42,755,2339,530,0
7,173,1211,24.71,0.21,0.86,1.34,251,1042,187,0
1,167,167,167,0.19,1,1.03,32,167,31,0
2,21,42,10.5,0.17,0.64,1.4,7,27,5,0
9,148,1332,16.44,0.2,0.77,1.33,264,1025,198,0
9,535,4815,59.44,0.19,0.66,1.42,926,3167,654,0
10,506,5060,50.6,0.15,0.59,1.34,758,2980,564,0
7,521,3647,74.43,0.09,0.39,1.28,333,1409,260,0
9,536,4824,59.56,0.13,0.49,1.34,609,2377,456,0
7,53,371,7.57,0.27,0.68,1.57,99,252,63,0
9,352,3168,39.11,0.21,0.69,1.34,651,2193,486,0
9,171,1539,19,0.12,0.57,1.35,186,884,138,0
9,102,918,11.33,0.19,0.77,1.29,177,705,137,0
9,194,1746,21.56,0.19,0.69,1.4,333,1207,238,0
9,256,2304,28.44,0.1,0.45,1.36,227,1027,167,0
1,60,60,60,0.2,1,1.09,12,60,11,0
6,80,480,13.33,0.35,0.96,1.51,169,461,112,0
8,148,1184,18.5,0.2,0.72,1.28,232,850,181,0
9,510,4590,56.67,0.16,0.6,1.31,740,2732,566,0
8,218,1744,27.25,0.14,0.57,1.29,252,1001,195,0
2,279,558,139.5,0.08,0.55,1.05,42,304,40,0
9,301,2709,33.44,0.18,0.69,1.3,482,1881,371,0
7,218,1526,31.14,0.14,0.62,1.26,216,951,171,0
9,534,4806,59.33,0.17,0.67,1.34,811,3208,607,0
9,213,1917,23.67,0.2,0.78,1.41,390,1503,276,0
7,143,1001,20.43,0.11,0.53,1.47,113,529,77,0
10,317,3170,31.7,0.12,0.48,1.32,392,1535,298,0
7,205,1435,29.29,0.11,0.57,1.26,156,822,124,0
9,194,1746,21.56,0.17,0.6,1.37,295,1043,215,0
7,245,1715,35,0.14,0.61,1.41,246,1042,175,0
1,65,65,65,0.2,1,1.08,13,65,12,0
9,180,1620,20,0.16,0.52,1.39,259,847,186,0
9,172,1548,19.11,0.17,0.73,1.31,265,1131,202,0
8,72,576,9,0.2,0.74,1.25,114,424,91,0
8,158,1264,19.75,0.1,0.35,1.33,129,437,97,0
7,92,644,13.14,0.14,0.71,1.46,92,459,63,0
1,45,45,45,0.2,1,1.13,9,45,8,0
8,102,816,12.75,0.21,0.88,1.25,173,721,138,0
9,535,4815,59.44,0.16,0.69,1.35,752,3312,555,0
7,151,1057,21.57,0.08,0.43,1.33,81,459,61,0
9,363,3267,40.33,0.13,0.53,1.28,417,1738,326,0
14,57,798,4.07,0.73,0.95,11.84,580,759,49,0
14,150,2100,10.71,0.23,0.68,4.14,472,1430,114,0
13,104,1352,8,0.2,0.64,3.44,268,864,78,0
13,38,494,2.92,0.33,0.94,3.93,165,463,42,0
4,99,396,24.75,0.5,0.94,2.4,199,373,83,0
25,178,4450,7.12,0.48,0.87,7.95,2115,3885,266,0
25,186,4650,7.44,0.46,0.87,8.06,2121,4035,263,0
